movie id,movie title,release date,unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
231,Batman Returns ,01-Jan-1992,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
232,Young Guns ,01-Jan-1988,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
233,Under Siege ,01-Jan-1992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Jaws ,01-Jan-1975,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
235,Mars Attacks! ,13-Dec-1996,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
236,Citizen Ruth ,13-Dec-1996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
237,Jerry Maguire ,13-Dec-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
238,Raising Arizona ,01-Jan-1987,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Sneakers ,01-Jan-1992,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
240,Beavis and Butt-head Do America ,20-Dec-1996,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
241,"Last of the Mohicans, The ",01-Jan-1992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
242,Kolya ,24-Jan-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Jungle2Jungle ,07-Mar-1997,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Smilla's Sense of Snow ,14-Mar-1997,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
245,"Devil's Own, The ",26-Mar-1997,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
246,Chasing Amy ,01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
247,Turbo: A Power Rangers Movie ,28-Mar-1997,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Grosse Pointe Blank ,11-Apr-1997,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
249,Austin Powers: International Man of Mystery ,02-May-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
250,"Fifth Element, The ",09-May-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
251,Shall We Dance? ,11-Jul-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
252,"Lost World: Jurassic Park, The ",23-May-1997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
253,"Pillow Book, The ",13-Jun-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
254,Batman & Robin ,20-Jun-1997,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,My Best Friend's Wedding ,20-Jun-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
256,When the Cats Away (Chacun cherche son chat) ,20-Jun-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
257,Men in Black ,04-Jul-1997,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
258,Contact ,11-Jul-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
259,George of the Jungle ,01-Jan-1997,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Event Horizon ,01-Jan-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
261,Air Bud ,01-Aug-1997,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262,In the Company of Men ,01-Aug-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263,Steel ,15-Aug-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Mimic ,22-Aug-1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
265,"Hunt for Red October, The ",01-Jan-1990,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
266,Kull the Conqueror ,29-Aug-1997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Chasing Amy ,01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
269,"Full Monty, The ",01-Jan-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Gattaca ,01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
271,Starship Troopers ,01-Jan-1997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
272,Good Will Hunting ,01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
273,Heat ,01-Jan-1995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
274,Sabrina ,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
275,Sense and Sensibility ,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
276,Leaving Las Vegas ,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
277,Restoration ,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
278,Bed of Roses ,01-Jan-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
279,Once Upon a Time... When We Were Colored ,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
280,Up Close and Personal ,01-Mar-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
281,"River Wild, The ",01-Jan-1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
282,"Time to Kill, A ",13-Jul-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
283,Emma ,02-Aug-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
284,Tin Cup ,16-Aug-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
285,Secrets & Lies ,04-Oct-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
286,"English Patient, The ",15-Nov-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
287,Marvin's Room ,18-Dec-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
288,Scream ,20-Dec-1996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
289,Evita ,25-Dec-1996,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
290,Fierce Creatures ,10-Jan-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Absolute Power ,14-Feb-1997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292,Rosewood ,21-Feb-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
293,Donnie Brasco ,28-Feb-1997,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
294,Liar Liar ,21-Mar-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Breakdown ,02-May-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
296,"Promesse, La ",16-May-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297,Ulee's Gold ,01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
298,Face/Off ,27-Jun-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
299,Hoodlum ,22-Aug-1997,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
300,Air Force One ,01-Jan-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
301,In & Out ,19-Sep-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
302,L.A. Confidential ,01-Jan-1997,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
303,Ulee's Gold ,01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
304,Fly Away Home ,13-Sep-1996,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,"Ice Storm, The ",01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
306,"Mrs. Brown (Her Majesty, Mrs. Brown) ",01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
307,"Devil's Advocate, The ",01-Jan-1997,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
308,FairyTale: A True Story ,01-Jan-1997,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
309,Deceiver ,01-Jan-1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310,"Rainmaker, The ",01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311,"Wings of the Dove, The ",01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
312,Midnight in the Garden of Good and Evil ,01-Jan-1997,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
313,Titanic ,01-Jan-1997,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
314,3 Ninjas: High Noon At Mega Mountain ,01-Jan-1997,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Apt Pupil ,23-Oct-1998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
316,As Good As It Gets ,23-Dec-1997,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
317,In the Name of the Father ,01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
318,Schindler's List ,01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
319,Everyone Says I Love You ,06-Dec-1996,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
320,Paradise Lost: The Child Murders at Robin Hood Hills ,06-Dec-1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,Mother ,25-Dec-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Murder at 1600 ,18-Apr-1997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
323,Dante's Peak ,07-Feb-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
324,Lost Highway ,21-Feb-1997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
325,Crash ,21-Mar-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
326,G.I. Jane ,01-Jan-1997,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
327,Cop Land ,01-Jan-1997,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
328,Conspiracy Theory ,08-Aug-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
329,Desperate Measures ,30-Jan-1998,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
330,187 ,01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
331,"Edge, The ",26-Sep-1997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
332,Kiss the Girls ,01-Jan-1997,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
333,"Game, The ",01-Jan-1997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
334,U Turn ,01-Jan-1997,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
335,How to Be a Player ,01-Jan-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Playing God ,01-Jan-1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
337,"House of Yes, The ",01-Jan-1997,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
338,Bean ,01-Jan-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Mad City ,01-Jan-1997,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340,Boogie Nights ,01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
341,Critical Care ,01-Jan-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
342,"Man Who Knew Too Little, The ",01-Jan-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
343,Alien: Resurrection ,01-Jan-1997,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
344,"Apostle, The ",18-Dec-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
345,Deconstructing Harry ,01-Jan-1997,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
346,Jackie Brown ,01-Jan-1997,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
347,Wag the Dog ,09-Jan-1998,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
348,Desperate Measures ,30-Jan-1998,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
349,Hard Rain ,16-Jan-1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350,Fallen ,16-Jan-1998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
351,"Prophecy II, The ",16-Jan-1998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
352,Spice World ,01-Jan-1997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
353,Deep Rising ,30-Jan-1998,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
354,"Wedding Singer, The ",13-Feb-1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
355,Sphere ,13-Feb-1998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
356,"Client, The ",01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
357,One Flew Over the Cuckoo's Nest ,01-Jan-1975,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
358,Spawn ,01-Aug-1997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
359,"Assignment, The ",01-Jan-1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
360,Wonderland ,01-Jan-1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,Incognito ,01-Jan-1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
362,Blues Brothers 2000 ,06-Feb-1998,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
363,Sudden Death ,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Ace Ventura: When Nature Calls ,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Powder ,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
366,Dangerous Minds ,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
367,Clueless ,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Bio-Dome ,01-Jan-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Black Sheep ,02-Feb-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
370,Mary Reilly ,23-Feb-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
371,"Bridges of Madison County, The ",09-Feb-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
372,Jeffrey ,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Judge Dredd ,01-Jan-1995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
374,Mighty Morphin Power Rangers: The Movie ,01-Jan-1995,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Showgirls ,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
376,Houseguest ,01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Heavyweights ,01-Jan-1994,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
378,Miracle on 34th Street ,01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,Tales From the Crypt Presents: Demon Knight ,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380,Star Trek: Generations ,01-Jan-1994,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
381,Muriel's Wedding ,01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
382,"Adventures of Priscilla, Queen of the Desert, The ",01-Jan-1994,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
383,"Flintstones, The ",01-Jan-1994,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Naked Gun 33 1/3: The Final Insult ,01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
385,True Lies ,01-Jan-1994,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
386,Addams Family Values ,01-Jan-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
387,"Age of Innocence, The ",01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
388,Beverly Hills Cop III ,01-Jan-1994,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Black Beauty ,01-Jan-1994,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Fear of a Black Hat ,01-Jan-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Last Action Hero ,01-Jan-1993,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
392,"Man Without a Face, The ",01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
393,Mrs. Doubtfire ,01-Jan-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Radioland Murders ,01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
395,Robin Hood: Men in Tights ,01-Jan-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Serial Mom ,01-Jan-1994,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
397,Striking Distance ,01-Jan-1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Super Mario Bros. ,01-Jan-1993,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399,"Three Musketeers, The ",01-Jan-1993,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400,"Little Rascals, The ",01-Jan-1994,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,"Brady Bunch Movie, The ",01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Ghost ,01-Jan-1990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
403,Batman ,01-Jan-1989,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
404,Pinocchio ,01-Jan-1940,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Mission: Impossible ,22-May-1996,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
406,Thinner ,25-Oct-1996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
407,Spy Hard ,24-May-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
408,"Close Shave, A ",28-Apr-1996,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
409,Jack ,07-Aug-1996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
410,Kingpin ,12-Jul-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
411,"Nutty Professor, The ",28-Jun-1996,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
412,"Very Brady Sequel, A ",23-Aug-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Tales from the Crypt Presents: Bordello of Blood ,19-Jul-1996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414,My Favorite Year ,01-Jan-1982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415,"Apple Dumpling Gang, The ",01-Jan-1975,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
416,Old Yeller ,01-Jan-1957,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417,"Parent Trap, The ",01-Jan-1961,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
418,Cinderella ,01-Jan-1950,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
419,Mary Poppins ,01-Jan-1964,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
420,Alice in Wonderland ,01-Jan-1951,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
421,William Shakespeare's Romeo and Juliet ,25-Oct-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
422,Aladdin and the King of Thieves ,01-Jan-1996,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
423,E.T. the Extra-Terrestrial ,01-Jan-1982,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
424,Children of the Corn: The Gathering ,01-Jan-1996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
425,Bob Roberts ,01-Jan-1992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426,"Transformers: The Movie, The ",01-Jan-1986,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
427,To Kill a Mockingbird ,01-Jan-1962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
428,Harold and Maude ,01-Jan-1971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
429,"Day the Earth Stood Still, The ",01-Jan-1951,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
430,Duck Soup ,01-Jan-1933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
431,Highlander ,01-Jan-1986,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Fantasia ,01-Jan-1940,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
433,Heathers ,01-Jan-1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Forbidden Planet ,01-Jan-1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
435,Butch Cassidy and the Sundance Kid ,01-Jan-1969,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
436,"American Werewolf in London, An ",01-Jan-1981,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
437,Amityville 1992: It's About Time ,01-Jan-1992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,Amityville 3-D ,01-Jan-1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
439,Amityville: A New Generation ,01-Jan-1993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
440,Amityville II: The Possession ,01-Jan-1982,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441,"Amityville Horror, The ",01-Jan-1979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
442,"Amityville Curse, The ",01-Jan-1990,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
443,"Birds, The ",01-Jan-1963,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
444,"Blob, The ",01-Jan-1958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
445,"Body Snatcher, The ",01-Jan-1945,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
446,Burnt Offerings ,01-Jan-1976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
447,Carrie ,01-Jan-1976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
448,"Omen, The ",01-Jan-1976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
449,Star Trek: The Motion Picture ,01-Jan-1979,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450,Star Trek V: The Final Frontier ,01-Jan-1989,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
451,Grease ,01-Jan-1978,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
452,Jaws 2 ,01-Jan-1978,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
453,Jaws 3-D ,01-Jan-1983,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
454,Bastard Out of Carolina ,15-Dec-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
455,Jackie Chan's First Strike ,10-Jan-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Beverly Hills Ninja ,17-Jan-1997,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Free Willy 3: The Rescue ,08-Aug-1997,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
458,Nixon ,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
459,"Cry, the Beloved Country ",01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
460,"Crossing Guard, The ",01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,Smoke ,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
462,Like Water For Chocolate (Como agua para chocolate) ,01-Jan-1992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
463,"Secret of Roan Inish, The ",01-Jan-1994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Vanya on 42nd Street ,01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
465,"Jungle Book, The ",01-Jan-1994,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
